loss,accuracy,val_loss,val_accuracy
2.5614298582077026,0.5166666507720947,0.47666713992754617,0.925000011920929
0.9614663163820902,0.5458333492279053,0.8272409001986186,0.5
0.6271355132261912,0.6416666507720947,0.8340014100074769,0.5
0.4701012442509333,0.7729166746139526,0.3025883267323176,0.9083333611488342
0.3782325774431229,0.8187500238418579,0.25086865822474164,0.9416666626930237
0.30253554781277975,0.893750011920929,0.34196414351463317,0.8166666626930237
0.3131785204013189,0.8687499761581421,0.24467804034550986,0.9333333373069763
0.2773010651270548,0.90625,0.5848909457524617,0.6083333492279053
0.21015053788820903,0.9479166865348816,0.387637327114741,0.7749999761581421
0.21237289508183796,0.9333333373069763,0.09667419691880544,1.0
