loss,accuracy,val_loss,val_accuracy
0.9405652713775635,0.5787500143051147,0.8705997657775879,0.6050000190734863
0.7667784261703491,0.6462500095367432,0.7188308334350586,0.8849999904632568
0.6273556160926819,0.8500000238418579,0.5693553137779236,0.9049999713897705
0.5405904912948608,0.8899999856948853,0.4945128095149994,0.9750000238418579
0.42757593870162963,0.9437500238418579,0.391842885017395,0.9700000286102295
0.38635703206062316,0.9125000238418579,0.3569592010974884,0.9449999928474426
0.30093206465244293,0.9462500214576721,0.24447859406471253,0.9750000238418579
0.19084288865327836,0.9712499976158142,0.21231621086597444,0.9850000143051147
0.17156052380800246,0.9662500023841858,0.23221086621284484,0.9049999713897705
0.15268920868635177,0.9649999737739563,0.10237442463636398,0.9950000047683716
