loss,accuracy,val_loss,val_accuracy
1.451455512046814,0.31166666746139526,1.3033857425053914,0.30000001192092896
1.2997740538915,0.3191666603088379,1.3027132272720336,0.30000001192092896
1.2918753719329834,0.32249999046325684,1.2743799670537312,0.4533333480358124
1.2716420984268189,0.335833340883255,1.2568565575281778,0.3233333230018616
1.2476424980163574,0.3608333468437195,1.216040980021159,0.4266666769981384
1.1832698822021483,0.5491666793823242,1.1526566886901854,0.5400000214576721
1.148386041323344,0.6141666769981384,1.1136122957865398,0.6433333158493042
1.0608426960309347,0.7566666603088379,1.0075047818819682,0.8066666722297668
1.000361446539561,0.6891666650772095,0.9660626538594563,0.8500000238418579
0.8958367959658304,0.778333306312561,0.7987998612721761,0.8233333230018616
0.7772745021184285,0.8191666603088379,0.7217068314552307,0.8766666650772095
0.6675609413782756,0.8241666555404663,0.6819017974535624,0.8299999833106995
0.5743512503306071,0.8675000071525574,0.5174033717314402,0.8999999761581421
0.41355999747912087,0.909166693687439,0.40255613485972086,0.8700000047683716
0.28517082254091897,0.9133333563804626,0.21306197156508763,0.9333333373069763
