loss,accuracy,val_loss,val_accuracy
0.7392745415369669,0.47083333134651184,0.6838445663452148,0.5
0.6771100759506226,0.6000000238418579,0.6532872796058655,0.9750000238418579
0.5996072192986807,0.7104166746139526,0.5372932712237041,0.8166666626930237
0.4782852550347646,0.7729166746139526,0.7570717493693034,0.5
0.34723347922166187,0.8500000238418579,0.44413535594940184,0.7583333253860474
0.21420326779286067,0.925000011920929,0.14583749324083328,0.9666666388511658
0.10879548192024231,0.9729166626930237,0.27950063546498616,0.8583333492279053
0.132856535166502,0.9333333373069763,0.09063604821761449,0.9750000238418579
0.03629516822596391,0.9979166388511658,0.16394497702519098,0.9083333611488342
0.01561474750439326,1.0,0.042746478940049806,0.9833333492279053
